Code;Name area;Number ;Full name;Address;Head;Phone code;Contact number;E-mail;Website;Russian language,amount OGE;Russian language,GPA OGE;Russian language,spravlyaemost OGE;Mathematics,amount OGE;Mathematics,GPA OGE;Mathematics,spravlyaemost OGE;Russian language,amount EGE;Russian language,GPA EGE;Russian language,spravlyaemost EGE;Mathematics profil,amount EGE;Mathematics profil,GPA EGE;Mathematics profil,spravlyaemost EGE;Mathematics base,amount EGE;Mathematics base,GPA EGE;Mathematics base,spravlyaemost EGE;Physics,amount EGE;Physics,GPA EGE;Physics,spravlyaemost EGE;Chemistry,amount EGE;Chemistry,GPA EGE;Chemistry,spravlyaemost EGE;Computer science,amount EGE;Computer science,GPA EGE;Computer science,spravlyaemost EGE;Biology,amount EGE;Biology,GPA EGE;Biology,spravlyaemost EGE;History,amount EGE;History,GPA EGE;History,spravlyaemost EGE;Geography,amount EGE;Geography,GPA EGE;Geography,spravlyaemost EGE;English,amount EGE;English,GPA EGE;English,spravlyaemost EGE;Social Studies,amount EGE;Social Studies,GPA EGE;Social Studies,spravlyaemost EGE;Literature,amount EGE;Literature,GPA EGE;Literature,spravlyaemost EGE;Lat;Long
762816;Некоузский;;Муниципальное общеобразовательное учреждение Парфеньевская основная общеобразовательная школа ;152735, Ярославская обл., Некоузский р-н, с. Парфеньево, д.45;Корнева Светлана Васильевна;48547;31769;shkola-parfenievo@yandex.ru;http://shkola-parfenievo.narod.ru;1;27;100;1;14;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57.993801;37.720492
762819;Некоузский;;муниципальное общеобразовательное учреждение Спас-Ильдинская основная общеобразовательная школа ;152738, Ярославская обл., Некоузский р-н, с. Спас-Ильдь ;Юдина Елена Витальевна;48547;32225;kam617@yandex.ru;http://sild-shnkz.edu.yar.ru/;1;30;100;1;12;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57.991407;38.080259
762821;Некоузский;;муниципальное общеобразовательное учреждение Шестихинская средняя общеобразовательная школа ;152751, Ярославская обл., Некоузский р-н, д. Новая Ура, ул. Центральная, д.5 ;Власов Алексей Викторович;48547;32695;shestihinoschool@yandex.ru;http://shestihino.ucoz.ru/;7;37,3;100;7;21,1;100;1;79;100;1;68;100;1;5;100;1;60;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57.931549;38.193761
762902;Некрасовский;1;муниципальное бюджетное общеобразовательное учреждение Бурмакинская средняя общеобразовательная школа № 1;152291, Ярославская обл., Некрасовский р-н, пос. Бурмакино, ул. Советская, д.6а;Гавриленко Ирина Владимировна;48531;54197;burmschool_1@mail.ru;http://schbur.edu.yar.ru;20;31,6;100;20;16,9;100;16;71,3;100;16;50,1;93,8;15;4,3;100;5;52,8;100;1;56;100;4;58;100;2;64,5;100;4;61,8;100;1;62;100;-;-;-;14;62,1;92,9;-;-;-;57.442297;40.314944
762903;Некрасовский;2;муниципальное общеобразовательное учреждение Бурмакинская средняя общеобразовательная школа № 2;152295, Ярославская обл., Некрасовский р-н, с. Бурмакино, ул. Центральная, д.21;Зрулина Светлана Анатольевна;48531;53136;burm22007@yandex.ru;http://burmak2.edu.yar.ru;4;29,5;100;4;11,8;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57.416127;40.23564
762904;Некрасовский;;муниципальное бюджетное общеобразовательное учреждение Вятская средняя общеобразовательная школа;152286, Ярославская обл., Некрасовский р-н, с. Вятское, ул. Давыдковская, д.25;Петров Василий Григорьевич;48531;64385;vyatskayaschool@yandex.ru;http://vyatskoe76.narod.ru;10;31,4;100;10;14,7;100;4;72,5;100;4;49;100;4;4,5;100;-;-;-;1;68;100;-;-;-;2;64;100;1;20;0;-;-;-;-;-;-;4;48,8;50;-;-;-;57.863888;40.259185
762906;Некрасовский;;муниципальное бюджетное общеобразовательное учреждение средняя общеобразовательная школа им. Н.А. Некрасова;152275, Ярославская обл., Некрасовский р-н, д. Грешнево, ул. Центральная, д.1;Ежова Елена Николаевна;48531;35455;grechnevo@yandex.ru;http://gr-school.edu.yar.ru;4;25,5;100;4;15,3;100;1;87;100;-;-;-;1;5;100;-;-;-;-;-;-;-;-;-;-;-;-;1;71;100;-;-;-;-;-;-;1;76;100;-;-;-;57.707061;40.214916
762907;Некрасовский;;муниципальное бюджетное общеобразовательное учреждение Диево-Городищенская средняя общеобразовательная школа;152272, Ярославская обл., Некрасовский р-н, с. Диево-Городище, ул. Ярославская, д.1;Соколов Владимир Валентинович;48531;35631;dievo@mail.ru;http://dievo-sch.edu.yar.ru;5;29;100;5;17,2;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57.642319;40.193572
762912;Некрасовский;;муниципальное бюджетное общеобразовательное учреждение средняя общеобразовательная школа им.Карла Маркса;152280, Ярославская обл., Некрасовский р-н, пос. Красный Профинтерн, ул. Депутатская, д.30;Ленивкова Светлана Владимировна;48531;61189;shkola-imkarlamarksa@yandex.ru;http://sch-kmarks.edu.yar.ru;16;29,4;100;16;13,5;100;7;60;100;4;44,5;75;7;3,9;85,7;-;-;-;1;75;100;-;-;-;1;76;100;-;-;-;-;-;-;-;-;-;3;35,3;66,7;-;-;-;57.747371;40.438309
762914;Некрасовский;;муниципальное бюджетное образовательное учреждение Левашовская средняя общеобразовательная школа;152262, Ярославская обл., Некрасовский р-н, с. Левашово, ул. Молодежная, д.13;Стрижова Елена Сергеевна;48531;35371;direktor.lsch@yandex.ru;http://levashov.edu.yar.ru;11;28;100;11;18,9;100;6;59,7;100;6;47;66,7;6;4,5;100;1;46;100;-;-;-;-;-;-;1;68;100;1;65;100;-;-;-;-;-;-;6;52;100;-;-;-;57.641206;40.534447
762915;Некрасовский;;муниципальное бюджетное общеобразовательное учреждение Некрасовская средняя общеобразовательная школа;152260, Ярославская обл., Некрасовский р-н, пос. Некрасовское, ул. Строителей, д.7;Петров Александр Владимирович;48531;41635;nekrschool@yandex.ru;http://nekrschool.edu.yar.ru;64;31,3;100;64;17,7;100;22;65,4;100;20;42,2;95;21;4;100;1;52;100;-;-;-;3;50;100;3;45;100;3;58,3;100;-;-;-;-;-;-;17;46,7;82,4;-;-;-;57.682139;40.36091
762916;Некрасовский;;муниципальное бюджетное общеобразовательное учреждение Никольская средняя общеобразовательная школа ;152284, Ярославская обл., Некрасовский р-н, с. Никольское, ул. Школьная, д.11;Шишковичева Татьяна Николаевна;48531;33621;nikolskoeschool@yandex.ru;http://nikolsk.edu.yar.ru;5;29,2;100;5;15;100;6;70,5;100;6;28,2;66,7;6;4,3;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;48;100;-;-;-;57.521957;40.363794
763007;Первомайский;;муниципальное образовательное учреждение Козская средняя общеобразовательная школа;152437, Ярославская обл., Первомайский р-н, с. Коза, ул. Заречная, д.45;Беликов Сергей Юрьевич;48549;34304;kosa20074@yandex.ru;http://kozs-prv.edu.yar.ru;-;-;-;-;-;-;6;67,3;100;6;41,3;83,3;5;4,4;100;1;41;100;1;42;100;-;-;-;2;63;100;1;49;100;-;-;-;-;-;-;5;50,2;60;-;-;-;58.45605;39.923215
763009;Первомайский;;муниципальное образовательное учреждение Николо-Горская основная общеобразовательная школа;152435, Ярославская обл., Первомайский р-н, с. Николо-Гора, д.8;Сорокина Валентина Михайловна;48549;33519;Nikolo-Gora@yandex.ru;http://ngor-prv.edu.yar.ru;3;27,3;100;3;18,3;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;58.431365;40.120512
763014;Первомайский;;муниципальное образовательное учреждение Первомайская средняя общеобразовательная школа;152450, Ярославская обл., Первомайский р-н, с. Кукобой, ул. Школьная, д.2;Соколова Татьяна Анатольевна;48549;31108(дир), 31192(бухг), 31157(дошк.гр.);kukoboi2012@yandex.ru;http://sh-prv.edu.yar.ru;10;30,6;100;10;15,7;100;5;78,2;100;3;65,7;100;4;4,3;100;1;92;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;58;100;-;-;-;58.697709;39.905033
763015;Первомайский;;муниципальное образовательное учреждение Погорельская основная общеобразовательная школа;152458, Ярославская обл., Первомайский р-н, д. Игнатцево, ул. Центральная, д.2а;Угланова Галина Васильевна;48549;33349;pogorelka1@yandex.ru;http://pogr-prv.edu.yar.ru;4;35;100;4;17,8;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;58.577241;39.759542
763016;Первомайский;;муниципальное образовательное учреждение Пречистенская средняя общеобразовательная школа;152430, Ярославская обл., Первомайский р-н, пос. Пречистое, ул. Ярославская, д.86а;Курсо Светлана Анатольевна;48549;21152(дир), 22642(бухг), 21252(завучи), 21852(учительск.);prechist_school@mail.ru;http://prechist-sch.edu.yar.ru;50;28,9;100;50;14,9;100;21;73;100;16;47,3;87,5;18;4,3;100;4;60,8;100;3;56,7;100;1;59;100;6;53,5;100;4;45,5;100;-;-;-;1;75;100;13;55,5;100;-;-;-;58.428482;40.315932
763017;Первомайский;;муниципальное образовательное учреждение Семёновская средняя общеобразовательная школа;152445, Ярославская обл., Первомайский р-н, с. Семёновское, ул. Центральная, д.49;Безворотняя Ирина Александровна;48549;32193;semenovskoe1@yandex.ru;http://semn-prv.edu.yar.ru;12;30,5;100;12;16,4;100;10;73,1;100;7;46,3;100;9;4,2;100;2;49;100;1;51;100;-;-;-;1;97;100;2;49,5;100;-;-;-;-;-;-;6;53,2;83,3;-;-;-;58.607585;39.655437
763021;Первомайский;;муниципальное образовательное учреждение Шильпуховская основная общеобразовательная школа;152434, Ярославская обл., Первомайский р-н, д. Шильпухово, д.99;Кудрявцев Юрий Викторович;48549;34748;shkolashilpuhovo@mail.ru;http://shilp-prv.edu.yar.ru;3;32;100;3;18;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;58.395016;40.43786
763022;Первомайский;;муниципальное образовательное учреждение Скалинская основная общеобразовательная школа;152440, Ярославская обл., Первомайский р-н, пос. ж/д ст.Скалино, ул. Первомайская, д.11;Беренёва Наталия Дмитриевна;48549;33187,33138;berenyowa@yandex.ru;http://skal-prv.edu.yar.ru;6;29,5;100;6;18;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;58.421668;40.32116
763101;Переславский;;муниципальное образовательное учреждение Бектышевская основная общеобразовательная школа Переславского муниципального района Ярославской области;152002, Ярославская обл., Переславский р-н, с. Бектышево, ул. Центральная, д.20;Скрипов Павел Васильевич;48535;45322;skripov.pavel@yandex.ru;http://bektyshevoschool.ru/;2;30,5;100;2;18,5;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;56.570301;39.232653
763103;Переславский;;Муниципальное образовательное учреждение Берендеевская средняя общеобразовательная школа Переславского муниципального района Ярославской области;152000, Ярославская обл., Переславский р-н, с. Берендеево, ул. Центральная, д.3;Воробьева Татьяна Анатольевна;48535;45969;berendei_sh@mail.ru;http://76pz-bersh.edusite.ru;12;28,8;100;12;17,4;100;3;48,7;100;1;18;0;3;4;100;-;-;-;-;-;-;-;-;-;-;-;-;2;30;50;-;-;-;-;-;-;2;51;100;-;-;-;56.598319;39.020049
